"ID","Start time","Completion time","Language","University","Degree","Course","Age","Gender","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","RNPQ","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11","Y12","Y13","Y14","Y15","HC_PAIRS"
42,2/12/24 9:55:08,2/12/24 9:58:39,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","19","M",0,0,1,1,1,1,0,1,0,1,1,0,7,1,5,4,7,1,2,6,7,1,7,4,3,7,7,4,62
43,2/12/24 10:04:35,2/12/24 10:10:12,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",0,0,1,1,1,1,0,0,0,1,0,1,6,7,7,7,4,4,4,7,7,7,7,4,4,7,4,7,75
44,2/12/24 10:18:45,2/12/24 10:23:20,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","21","M",0,0,1,1,0,1,0,0,0,0,1,1,5,5,4,5,5,5,5,5,5,5,5,3,3,5,3,5,66
45,2/12/24 10:27:32,2/12/24 10:35:02,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","19","M",1,0,1,1,1,0,0,1,1,1,1,0,8,3,6,6,5,2,2,4,6,3,6,1,2,6,6,3,59
46,2/12/24 10:41:00,2/12/24 10:46:56,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",0,0,1,0,1,1,0,1,0,0,1,0,5,3,5,2,4,5,2,5,4,5,6,5,4,4,5,3,60
47,2/12/24 9:31:05,2/12/24 11:09:20,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","M",0,0,1,1,1,1,1,1,0,1,1,0,8,4,6,4,6,3,2,5,3,2,5,2,2,5,5,2,52
48,2/12/24 11:04:33,2/12/24 11:11:01,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","19","F",1,0,1,1,1,0,1,1,0,1,1,0,8,4,6,7,7,7,3,6,6,4,7,5,4,5,5,5,75
49,2/12/24 11:16:02,2/12/24 11:19:42,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",1,0,1,1,1,0,0,0,0,1,0,1,6,2,5,6,4,6,3,4,5,7,7,4,2,5,2,6,76
50,2/12/24 11:22:30,2/12/24 11:26:28,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",0,0,1,1,0,1,0,1,0,1,1,0,6,2,6,5,5,3,2,5,4,7,7,2,3,5,3,2,65
51,2/12/24 11:18:41,2/12/24 11:26:53,"Spanish","Universidad CEU Cardenal Herrera","Nursing","First","21","F",1,0,1,1,1,1,0,0,0,0,1,1,7,1,7,7,7,7,3,3,7,7,7,6,7,6,3,7,95
52,2/12/24 11:19:22,2/12/24 11:28:27,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","M",1,0,1,0,1,1,0,1,1,1,1,0,8,4,7,2,2,1,1,5,7,4,6,5,1,2,4,1,50
53,2/12/24 12:54:36,2/12/24 12:57:55,"Spanish","Universidad Complutense de Madrid","Nursing","First","21","F",0,0,1,0,0,1,0,1,1,1,1,0,6,5,5,3,3,6,3,3,5,2,4,2,3,3,4,5,56
54,2/12/24 12:58:15,2/12/24 13:03:21,"Spanish","Universidad Complutense de Madrid","Nursing","First","18","F",0,0,1,0,0,0,1,1,0,0,1,0,4,1,4,5,3,3,1,4,3,7,6,3,5,5,2,3,65
55,2/12/24 12:58:30,2/12/24 13:05:45,"Spanish","Universidad Complutense de Madrid","Nursing","First","18","F",1,1,1,1,1,1,1,1,1,1,1,1,12,3,3,4,6,5,3,5,7,5,6,4,3,5,4,2,65
56,2/12/24 12:59:21,2/12/24 13:05:57,"Spanish","Universidad Complutense de Madrid","Nursing","First","19","F",0,0,1,1,1,1,1,1,0,1,1,0,8,4,5,4,4,5,3,5,6,6,5,4,4,4,5,4,64
57,2/12/24 12:58:29,2/12/24 13:06:58,"Spanish","Universidad Complutense de Madrid","Nursing","First","19","F",0,0,1,0,0,0,0,1,0,0,1,0,3,4,5,3,4,4,2,4,5,5,5,4,3,5,4,3,60
58,2/12/24 13:52:03,2/12/24 13:57:51,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",1,0,1,0,0,1,0,1,0,1,1,0,6,4,3,1,2,5,1,3,1,5,6,2,4,5,3,4,53
59,2/12/24 14:02:37,2/12/24 14:12:47,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",1,0,1,1,1,0,0,1,0,1,1,0,7,5,4,2,1,1,5,5,3,3,3,1,2,3,5,2,39
60,2/12/24 14:16:15,2/12/24 14:21:16,"Spanish","Universidad Complutense de Madrid","Nursing","First","18","F",0,0,1,1,1,0,1,1,0,0,1,1,7,2,6,5,2,5,3,5,7,6,6,5,5,5,5,3,70
61,2/12/24 14:36:42,2/12/24 14:45:25,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","19","F",1,0,1,1,1,0,0,0,0,0,0,0,4,5,7,4,4,5,5,4,5,3,3,3,2,2,5,4,57
62,2/12/24 16:34:31,2/12/24 16:38:26,"Spanish","Universidad CEU Cardenal Herrera","Pharmacy","First","18","F",0,0,1,0,0,0,1,1,0,1,1,0,5,3,5,4,6,3,3,3,6,5,4,3,4,3,4,3,63
63,2/12/24 16:38:40,2/12/24 16:43:27,"Spanish","Universidad CEU Cardenal Herrera","Nursing","Last","28","F",0,0,1,1,0,0,0,0,1,0,0,0,3,6,7,5,7,5,4,3,6,4,6,3,2,2,5,3,64
64,2/12/24 16:48:48,2/12/24 16:52:22,"Spanish","Universidad CEU Cardenal Herrera","Nursing","Last","22","F",1,0,1,0,1,0,0,1,0,0,1,0,5,2,5,6,3,4,1,4,3,5,6,2,1,2,6,5,55
65,2/12/24 16:50:57,2/12/24 16:55:44,"Spanish","Universidad Complutense de Madrid","Nursing","First","18","M",1,0,1,1,1,1,0,1,1,1,1,1,10,4,6,5,3,7,4,5,4,4,5,7,7,5,6,4,70
66,2/12/24 17:05:57,2/12/24 17:11:33,"English","Universidad CEU Cardenal Herrera","Pharmacy","Last","27","F",0,0,1,0,1,0,1,0,0,1,1,0,5,3,6,3,5,3,1,5,6,5,7,3,3,6,2,5,67
67,2/12/24 17:13:20,2/12/24 17:19:14,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",0,0,1,1,1,0,1,1,0,0,1,1,7,5,7,2,3,5,6,7,1,3,7,4,2,7,3,3,59
68,2/12/24 18:05:06,2/12/24 18:09:44,"Spanish","Universidad Complutense de Madrid","Nursing","First","18","F",0,0,1,1,1,0,0,1,0,0,1,0,5,1,7,2,4,3,2,5,5,5,5,1,1,4,3,3,57
69,2/12/24 13:13:30,2/12/24 18:13:23,"Spanish","Universidad Complutense de Madrid","Nursing","First","19","F",0,0,1,1,1,0,1,1,1,0,1,1,8,5,7,6,7,6,5,5,7,6,6,5,5,6,7,5,78
70,2/12/24 18:49:58,2/12/24 18:55:22,"Spanish","Universidad CEU Cardenal Herrera","Pharmacy","Last","23","F",0,0,1,1,1,0,0,1,0,1,1,1,7,7,7,4,7,4,7,7,7,7,4,1,3,2,7,7,63
71,2/12/24 21:14:09,2/12/24 21:18:10,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",0,0,1,1,1,0,0,0,1,0,1,0,5,5,3,5,6,3,4,5,3,2,6,4,1,5,5,3,54
72,2/12/24 21:48:05,2/12/24 21:53:26,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","25","F",0,0,1,1,1,0,1,1,0,1,1,1,8,7,4,2,4,4,7,5,5,7,6,4,4,7,3,6,69
73,2/12/24 22:05:56,2/12/24 22:25:56,"Spanish","Universidad CEU Cardenal Herrera","Nursing","First","49","F",0,0,1,0,0,0,0,1,0,0,1,0,3,1,7,7,7,6,2,5,7,7,5,6,6,5,3,3,83
74,2/13/24 9:21:21,2/13/24 9:27:01,"Spanish","Universidad CEU Cardenal Herrera","Medicine","First","18","F",0,0,1,0,1,1,0,1,1,0,1,1,7,6,4,1,6,3,3,5,5,6,6,5,2,6,6,3,57
75,2/13/24 9:05:55,2/13/24 10:00:53,"Spanish","Universidad CEU Cardenal Herrera","Medicine","First","19","F",0,0,1,1,0,0,0,1,0,0,1,0,4,2,6,5,4,4,2,4,4,6,6,4,4,5,4,3,67
76,2/13/24 10:04:52,2/13/24 10:10:29,"Spanish","Universidad CEU Cardenal Herrera","Medicine","Last","23","F",1,0,1,1,1,1,1,1,0,0,1,0,8,3,3,2,6,5,3,5,3,5,6,4,3,5,5,3,59
77,2/13/24 10:07:20,2/13/24 10:12:41,"Spanish","Universidad CEU Cardenal Herrera","Medicine","First","18","F",0,0,1,0,0,0,0,1,1,0,1,1,5,4,6,5,4,2,4,5,6,7,6,4,2,4,5,2,62
78,2/13/24 10:38:34,2/13/24 10:45:04,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","18","M",0,0,1,0,0,0,1,1,0,1,1,1,6,5,6,7,3,3,2,6,7,7,4,3,3,4,5,5,62
79,2/13/24 10:37:34,2/13/24 10:45:32,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","21","F",1,0,0,1,1,1,0,1,0,0,1,0,6,1,7,7,6,5,7,6,7,7,7,4,4,7,6,2,81
80,2/13/24 10:48:49,2/13/24 10:55:03,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","39","F",1,0,1,1,1,0,1,1,0,1,1,0,8,2,1,1,7,1,2,4,7,6,5,2,2,5,6,5,56
81,2/13/24 11:07:10,2/13/24 11:13:26,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","23","M",0,0,1,0,0,1,1,1,0,1,1,0,6,3,3,4,3,1,1,2,7,5,5,1,2,7,6,6,58
82,2/13/24 11:11:43,2/13/24 11:16:57,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","18","F",0,0,1,1,1,0,0,1,0,1,1,1,7,4,4,4,3,5,3,3,5,5,6,3,3,4,3,3,62
83,2/13/24 11:15:33,2/13/24 11:23:07,"Spanish","Universidad CEU Cardenal Herrera","Medicine","Last","23","F",0,0,1,0,1,0,1,1,0,1,1,0,6,5,3,3,6,2,1,4,2,7,4,1,2,3,6,1,44
84,2/13/24 11:14:55,2/13/24 11:23:18,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","19","F",0,0,1,1,1,0,1,1,1,1,1,1,9,4,3,5,7,4,5,4,4,3,6,4,4,6,5,2,64
85,2/13/24 11:17:34,2/13/24 11:26:51,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","49","M",0,0,1,1,1,1,1,1,0,1,1,1,9,4,5,3,5,7,4,4,1,7,6,5,1,3,6,2,59
86,2/13/24 12:12:26,2/13/24 12:19:42,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","21","F",1,0,1,0,1,0,0,1,1,1,1,1,8,5,6,3,5,4,2,4,6,5,6,2,4,5,5,6,64
87,2/13/24 12:12:46,2/13/24 12:19:43,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","20","F",1,0,1,0,1,0,0,1,1,1,1,1,8,5,5,3,5,4,2,4,6,5,6,2,4,5,6,6,62
88,2/13/24 13:16:56,2/13/24 13:25:29,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","45","M",0,0,1,1,1,1,0,1,1,0,1,1,8,1,7,7,7,7,1,7,7,7,7,7,1,7,4,7,84
89,2/13/24 10:45:51,2/13/24 13:44:46,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","Last","26","F",0,0,1,1,1,0,1,1,1,1,1,1,9,2,3,1,6,6,2,4,3,1,6,5,1,5,3,3,57
90,2/13/24 13:46:53,2/13/24 13:51:47,"Spanish","Universidad CEU Cardenal Herrera","Pharmacy","First","22","F",0,0,1,1,1,1,0,1,1,1,1,1,9,7,5,5,4,4,4,4,4,7,6,4,4,5,5,5,65
91,2/13/24 14:02:26,2/13/24 14:06:09,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",0,0,1,1,0,0,1,1,1,1,1,0,7,2,6,4,4,6,5,5,5,5,6,5,2,5,5,5,70
92,2/13/24 15:09:45,2/13/24 15:28:30,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","19","F",0,0,1,0,1,0,0,1,1,0,1,1,6,3,4,3,3,3,4,4,5,3,6,3,2,5,3,2,57
93,2/13/24 15:13:33,2/13/24 15:32:51,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","Last","24","M",0,0,1,1,1,0,1,1,1,1,1,1,9,3,4,3,1,1,2,4,3,4,7,5,5,4,6,3,53
94,2/13/24 15:42:59,2/13/24 15:46:06,"Spanish","Universidad CEU San Pablo","Physiotherapy","First","18","F",0,0,1,1,1,0,1,1,1,0,1,1,8,5,5,5,4,3,5,3,6,6,3,6,3,4,4,4,66
95,2/13/24 15:53:50,2/13/24 15:59:09,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","18","M",1,0,1,1,1,0,0,1,0,0,1,1,7,5,7,6,3,5,5,6,7,7,6,4,1,6,6,5,69
96,2/13/24 16:10:09,2/13/24 16:21:36,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","First","19","M",0,0,1,0,1,1,0,0,1,0,0,1,5,4,5,5,5,6,5,4,6,4,5,4,4,3,3,5,70
97,2/13/24 16:29:39,2/13/24 16:36:44,"Spanish","Universidad Complutense de Madrid","Nursing","First","18","F",0,0,1,0,0,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,2,4,4,1,2,5,1,49
98,2/13/24 17:26:34,2/13/24 17:31:42,"Spanish","Universidad de Alcalá","Physiotherapy","Last","24","F",0,0,1,1,1,0,1,1,1,1,1,0,8,7,5,2,2,2,2,3,2,2,2,1,1,2,6,2,33
99,2/13/24 17:42:51,2/13/24 17:48:20,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","Last","27","F",0,0,1,1,1,1,0,1,0,1,1,1,8,7,7,5,7,4,3,6,7,7,6,5,5,6,5,6,74
100,2/13/24 19:43:27,2/13/24 19:47:56,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","18","F",0,0,1,0,0,1,0,1,0,1,1,1,6,3,6,4,6,6,2,4,5,6,7,4,5,5,5,5,73
101,2/14/24 7:10:02,2/14/24 7:20:10,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","Last","36","F",0,0,1,1,1,1,1,1,1,1,1,1,10,7,4,5,5,2,4,5,5,7,6,4,2,6,5,7,64
102,2/14/24 11:54:37,2/14/24 11:57:50,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","19","F",0,0,0,1,1,1,1,1,1,0,1,0,7,2,3,4,2,4,4,4,6,4,6,2,2,5,2,2,60
103,2/14/24 13:23:28,2/14/24 13:35:29,"English","Universidad CEU Cardenal Herrera","Physiotherapy","First","18","F",0,0,1,1,1,1,1,0,1,1,1,1,9,2,6,4,4,5,2,5,7,6,5,6,5,5,4,5,73
104,2/14/24 18:21:52,2/14/24 18:30:47,"Spanish","Universidad Complutense de Madrid","Nursing","First","24","F",1,0,1,0,0,1,1,1,0,0,1,0,6,7,7,3,4,4,1,4,4,4,7,4,3,7,5,1,57
105,2/14/24 18:46:59,2/14/24 18:52:55,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","19","M",0,0,1,1,1,0,0,1,0,0,1,1,6,3,6,4,5,5,1,5,3,7,6,5,3,5,6,3,63
106,2/14/24 20:04:45,2/14/24 20:10:14,"Spanish","Universidad Complutense de Madrid","Physiotherapy","Last","21","M",0,0,1,1,1,1,1,1,1,1,1,1,10,5,6,5,7,4,5,7,6,7,7,4,3,7,6,5,72
107,2/14/24 22:59:03,2/14/24 23:15:20,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","Last","23","F",0,0,1,1,0,0,0,1,0,1,1,0,5,6,5,2,3,4,5,4,5,2,7,3,2,7,7,3,55
108,2/14/24 23:19:52,2/14/24 23:24:07,"Spanish","Universidad Complutense de Madrid","Physiotherapy","Last","21","F",0,0,1,1,1,1,1,1,1,1,1,1,10,2,1,2,5,6,4,5,2,3,6,3,1,7,4,4,57
109,2/14/24 23:59:14,2/15/24 0:03:41,"Spanish","Universidad Complutense de Madrid","Nursing","First","21","F",0,0,1,1,1,1,0,1,1,1,1,1,9,4,6,5,6,5,4,3,4,6,6,5,4,4,6,7,73
110,2/15/24 0:04:20,2/15/24 0:08:25,"Spanish","Universidad Complutense de Madrid","Physiotherapy","First","22","F",0,0,1,1,1,0,1,1,1,0,1,0,7,3,5,3,3,4,3,4,3,7,7,4,6,6,4,3,67
111,2/15/24 7:24:58,2/15/24 7:31:42,"Spanish","Universidad Complutense de Madrid","Physiotherapy","Last","21","F",1,0,1,1,1,1,1,1,1,1,1,1,11,6,1,4,1,4,4,3,1,4,7,1,1,7,4,1,47
112,2/15/24 13:38:52,2/15/24 13:44:51,"Spanish","Universidad Complutense de Madrid","Physiotherapy","Last","22","F",1,0,1,1,1,0,0,1,0,0,1,1,7,6,2,2,1,3,5,4,3,5,6,2,1,1,1,2,46
113,2/15/24 15:01:23,2/15/24 15:11:04,"Spanish","Universidad Complutense de Madrid","Physiotherapy","Last","21","F",0,0,1,0,1,0,1,1,1,1,1,0,7,1,5,2,6,1,6,4,5,1,6,1,1,7,4,2,58
114,2/15/24 20:05:27,2/15/24 20:11:30,"Spanish","Universidad Complutense de Madrid","Nursing","First","18","F",0,0,1,0,0,0,0,1,0,1,1,1,5,6,3,1,3,1,5,7,3,2,5,3,3,5,3,3,45
115,2/16/24 15:53:06,2/16/24 15:58:18,"Spanish","Universidad CEU Cardenal Herrera","Physiotherapy","Last","29","M",0,0,1,1,1,0,0,1,1,1,1,0,7,4,7,4,4,4,1,4,5,7,6,6,4,4,5,4,67
116,2/16/24 20:01:58,2/16/24 20:05:34,"Spanish","Universidad CEU Cardenal Herrera","Nursing","Last","26","M",1,0,0,0,0,0,1,1,0,0,1,1,5,5,6,6,5,4,3,5,7,5,6,3,6,6,4,4,71
117,2/16/24 20:02:13,2/16/24 20:06:20,"Spanish","Universidad CEU Cardenal Herrera","Nursing","Last","21","M",0,0,1,1,1,1,0,1,1,1,1,0,8,7,7,7,1,4,1,7,7,7,7,1,1,7,7,1,54
118,2/16/24 20:01:49,2/16/24 20:06:32,"Spanish","Universidad CEU Cardenal Herrera","Nursing","Last","21","F",0,0,1,1,1,1,0,1,1,1,1,0,8,5,6,6,1,7,1,6,5,7,6,3,5,6,4,5,67
119,2/16/24 20:02:00,2/16/24 20:10:30,"Spanish","Universidad CEU Cardenal Herrera","Nursing","First","19","F",1,0,1,1,1,0,0,0,0,1,1,0,6,2,5,7,3,4,1,5,7,5,7,5,7,7,5,7,77
